rep,alp,num_cell,error
0,0.01,8,20.880898927068284
0,0.01,14,18.109201320180688
0,0.01,20,15.775449264585516
0,0.01,26,14.282136651693488
0,0.01,32,12.998873295008966
0,0.1,8,18.932734428031342
0,0.1,14,15.277151981984865
0,0.1,20,13.146274436325136
0,0.1,26,11.476780878304389
0,0.1,32,10.07226619309917
0,1.0,8,27.264559994422303
0,1.0,14,20.167183209994604
0,1.0,20,16.35282304755836
0,1.0,26,13.767441524716007
0,1.0,32,11.96653053680886
0,10.0,8,31.656424127459463
0,10.0,14,21.674985853496366
0,10.0,20,16.815993729514886
0,10.0,26,14.235112762594104
0,10.0,32,12.25014978434017
1,0.01,8,20.998089748874936
1,0.01,14,17.89839913652589
1,0.01,20,15.93706987585947
1,0.01,26,14.214866426412595
1,0.01,32,13.012219628090289
1,0.1,8,18.686158811482088
1,0.1,14,15.40112578500535
1,0.1,20,12.8381212063767
1,0.1,26,11.528092445664678
1,0.1,32,10.182110255870112
1,1.0,8,27.563133664967438
1,1.0,14,20.30223138506323
1,1.0,20,16.306517574619573
1,1.0,26,13.724628136327365
1,1.0,32,11.858227419207086
1,10.0,8,31.96465411754058
1,10.0,14,21.539233760823944
1,10.0,20,16.897111323040765
1,10.0,26,14.10463468525478
1,10.0,32,12.439969531693512
2,0.01,8,21.110172011028357
2,0.01,14,18.105198112695458
2,0.01,20,15.791997592380886
2,0.01,26,14.382283894669007
2,0.01,32,13.118351006040195
2,0.1,8,18.635010966673118
2,0.1,14,15.257692491847555
2,0.1,20,13.089824515988555
2,0.1,26,11.47225275002257
2,0.1,32,10.10343463776018
2,1.0,8,27.03980358819899
2,1.0,14,19.976091876880822
2,1.0,20,16.427491016283888
2,1.0,26,13.66106953020987
2,1.0,32,12.000886884340765
2,10.0,8,31.74808826848655
2,10.0,14,21.721612140687867
2,10.0,20,16.87078318715229
2,10.0,26,14.322677791568648
2,10.0,32,12.30454287489411
3,0.01,8,21.239722964389244
3,0.01,14,18.05363653434559
3,0.01,20,15.905339842652024
3,0.01,26,14.130749502855508
3,0.01,32,13.039259975942455
3,0.1,8,18.810065837544112
3,0.1,14,15.21230673247969
3,0.1,20,13.265338872153489
3,0.1,26,11.412557284659506
3,0.1,32,10.220019713679521
3,1.0,8,27.105321258966068
3,1.0,14,20.240691977421463
3,1.0,20,16.189655646466726
3,1.0,26,13.744794657905526
3,1.0,32,11.772078690717262
3,10.0,8,31.382637705279336
3,10.0,14,21.55706479774303
3,10.0,20,16.706725629036246
3,10.0,26,14.3699074390592
3,10.0,32,12.278760817937659
4,0.01,8,21.340156487245974
4,0.01,14,18.089253817341746
4,0.01,20,15.983957712165255
4,0.01,26,14.393636282812434
4,0.01,32,13.02486213713628
4,0.1,8,18.848396297809202
4,0.1,14,15.392899429419991
4,0.1,20,12.857104707086064
4,0.1,26,11.396203369232675
4,0.1,32,10.265784043193406
4,1.0,8,27.380095961230513
4,1.0,14,20.200282346055253
4,1.0,20,16.19509097001618
4,1.0,26,13.650536640503569
4,1.0,32,11.814277313382313
4,10.0,8,31.424850376109806
4,10.0,14,21.802475076562096
4,10.0,20,17.058878867193073
4,10.0,26,14.177912358755046
4,10.0,32,12.305177321599865
5,0.01,8,21.209957138082963
5,0.01,14,18.03920598094871
5,0.01,20,15.871184483765685
5,0.01,26,14.255489429754277
5,0.01,32,12.90749266324822
5,0.1,8,18.88056994984154
5,0.1,14,15.359605106403556
5,0.1,20,12.983450846370811
5,0.1,26,11.4499365725697
5,0.1,32,10.25020841060988
5,1.0,8,27.216175049521045
5,1.0,14,20.322077256905715
5,1.0,20,16.15954355577249
5,1.0,26,13.865972795610249
5,1.0,32,11.885858811165269
5,10.0,8,32.07046707246169
5,10.0,14,21.794726894178915
5,10.0,20,16.992202429052348
5,10.0,26,14.368168542752734
5,10.0,32,12.41996118929538
6,0.01,8,21.19702474481328
6,0.01,14,17.888119344698747
6,0.01,20,15.891690708909687
6,0.01,26,14.323176503916773
6,0.01,32,12.934065505732983
6,0.1,8,18.86322290692339
6,0.1,14,15.341149010628525
6,0.1,20,13.179634677530114
6,0.1,26,11.433157841824977
6,0.1,32,10.25448249868895
6,1.0,8,27.292463272543838
6,1.0,14,20.10817085935063
6,1.0,20,16.355184082002904
6,1.0,26,13.843413682559465
6,1.0,32,11.786150896976867
6,10.0,8,31.816149669008382
6,10.0,14,21.469165159428584
6,10.0,20,16.951572442049635
6,10.0,26,14.255502140509684
6,10.0,32,12.43023208585632
7,0.01,8,21.355261003939678
7,0.01,14,18.132557312872056
7,0.01,20,15.776597347487389
7,0.01,26,14.335700408887558
7,0.01,32,12.948383710585377
7,0.1,8,18.82780113099952
7,0.1,14,15.436589758597725
7,0.1,20,13.079186399861584
7,0.1,26,11.469215986467352
7,0.1,32,10.263894316987727
7,1.0,8,27.518439820997934
7,1.0,14,20.218014262991442
7,1.0,20,16.312496843008855
7,1.0,26,13.839609323400904
7,1.0,32,11.748796279609898
7,10.0,8,32.19776092231639
7,10.0,14,21.462896401372188
7,10.0,20,17.00415975503081
7,10.0,26,14.561382856618444
7,10.0,32,12.401499263818005
8,0.01,8,21.105773663758473
8,0.01,14,18.147002552202352
8,0.01,20,15.826434121377153
8,0.01,26,14.41418040157573
8,0.01,32,13.103885924582176
8,0.1,8,18.78177716979961
8,0.1,14,15.248973374127313
8,0.1,20,13.150333043511614
8,0.1,26,11.538360140428301
8,0.1,32,10.166193299660138
8,1.0,8,27.366446286552012
8,1.0,14,20.193444383646874
8,1.0,20,16.17027373564056
8,1.0,26,13.64545885499206
8,1.0,32,11.842312285192017
8,10.0,8,31.819906155815303
8,10.0,14,21.418764696875886
8,10.0,20,17.1602595078913
8,10.0,26,14.168248092047328
8,10.0,32,12.571313148439309
9,0.01,8,21.08832784405973
9,0.01,14,18.155400110204706
9,0.01,20,15.86779249081277
9,0.01,26,14.257841127967835
9,0.01,32,12.960054354848024
9,0.1,8,18.8588147020902
9,0.1,14,15.270578102105688
9,0.1,20,13.042323541805755
9,0.1,26,11.540096704087764
9,0.1,32,10.26164179941171
9,1.0,8,27.48450553650514
9,1.0,14,20.34090702566405
9,1.0,20,16.304278059215825
9,1.0,26,13.732090192534718
9,1.0,32,11.807979950140908
9,10.0,8,32.21431514435355
9,10.0,14,21.654916169015973
9,10.0,20,17.098980258629744
9,10.0,26,14.318635649871789
9,10.0,32,12.386900910981197
