rep,dwt_type,lv,alp,num_cell,cell_size,sparse_freq,filter_dim,error
0,db2,1,0.1,224,200,8,"(32, 32)",231.9123021394865
0,db2,1,0.1,320,50,2,"(32, 32)",193.8435660383971
0,db2,1,0.1,320,50,4,"(32, 32)",203.1705783543572
0,db2,1,0.1,320,50,6,"(32, 32)",211.75408792884645
0,db2,1,0.1,320,50,8,"(32, 32)",217.502327075655
0,db2,1,0.1,320,100,2,"(32, 32)",193.0669606620612
0,db2,1,0.1,320,100,4,"(32, 32)",204.79454304048576
0,db2,1,0.1,320,100,6,"(32, 32)",212.82644071697393
0,db2,1,0.1,320,100,8,"(32, 32)",217.59264486027564
0,db2,1,0.1,320,200,2,"(32, 32)",192.98280502964346
0,db2,1,0.1,320,200,4,"(32, 32)",204.548934379493
0,db2,1,0.1,320,200,6,"(32, 32)",213.17578042684798
0,db2,1,0.1,320,200,8,"(32, 32)",217.54058044528708
0,db2,1,0.1,416,50,2,"(32, 32)",170.0871343242465
0,db2,1,0.1,416,50,4,"(32, 32)",163.94211396484494
0,db2,1,0.1,416,50,6,"(32, 32)",174.2347171928214
0,db2,1,0.1,416,50,8,"(32, 32)",186.66888965350233
0,db2,1,0.1,416,100,2,"(32, 32)",169.94091672222908
0,db2,1,0.1,416,100,4,"(32, 32)",163.65732767428796
0,db2,1,0.1,416,100,6,"(32, 32)",176.3380536287113
0,db2,1,0.1,416,100,8,"(32, 32)",186.25224124660826
0,db2,1,0.1,416,200,2,"(32, 32)",170.00009346005731
0,db2,1,0.1,416,200,4,"(32, 32)",167.36013219664042
0,db2,1,0.1,416,200,6,"(32, 32)",179.52150125752993
0,db2,1,0.1,416,200,8,"(32, 32)",187.0047473712852
0,db2,1,0.1,512,50,2,"(32, 32)",125.325344274091
0,db2,1,0.1,512,50,4,"(32, 32)",101.59917571341686
0,db2,1,0.1,512,50,6,"(32, 32)",123.41144786329427
0,db2,1,0.1,512,50,8,"(32, 32)",138.21532344689052
0,db2,1,0.1,512,100,2,"(32, 32)",124.86753541861782
0,db2,1,0.1,512,100,4,"(32, 32)",100.5683528318357
0,db2,1,0.1,512,100,6,"(32, 32)",123.67719594819177
0,db2,1,0.1,512,100,8,"(32, 32)",142.1019754002691
0,db2,1,0.1,512,200,2,"(32, 32)",123.72290832206724
0,db2,1,0.1,512,200,4,"(32, 32)",101.51822769283378
0,db2,1,0.1,512,200,6,"(32, 32)",122.53386587567532
0,db2,1,0.1,512,200,8,"(32, 32)",141.02122923474732
0,db2,1,1.0,128,50,2,"(32, 32)",156.6728950087603
0,db2,1,1.0,128,50,4,"(32, 32)",150.42313392804195
0,db2,1,1.0,128,50,6,"(32, 32)",177.1370073554575
0,db2,1,1.0,128,50,8,"(32, 32)",191.50675429541744
0,db2,1,1.0,128,100,2,"(32, 32)",157.15319063914663
0,db2,1,1.0,128,100,4,"(32, 32)",153.22910382934913
0,db2,1,1.0,128,100,6,"(32, 32)",176.32282002674134
0,db2,1,1.0,128,100,8,"(32, 32)",190.84346906017603
0,db2,1,1.0,128,200,2,"(32, 32)",156.58363395176173
0,db2,1,1.0,128,200,4,"(32, 32)",149.92455858906987
0,db2,1,1.0,128,200,6,"(32, 32)",176.2622278936277
0,db2,1,1.0,128,200,8,"(32, 32)",191.8412871525036
0,db2,1,1.0,224,50,2,"(32, 32)",87.60507423998209
0,db2,1,1.0,224,50,4,"(32, 32)",85.62011250378694
0,db2,1,1.0,224,50,6,"(32, 32)",131.24767076151204
0,db2,1,1.0,224,50,8,"(32, 32)",161.0271211728147
0,db2,1,1.0,224,100,2,"(32, 32)",89.13031527170399
0,db2,1,1.0,224,100,4,"(32, 32)",85.73914606561172
0,db2,1,1.0,224,100,6,"(32, 32)",132.11587596849353
0,db2,1,1.0,224,100,8,"(32, 32)",161.43098181939646
0,db2,1,1.0,224,200,2,"(32, 32)",88.86342514357113
0,db2,1,1.0,224,200,4,"(32, 32)",86.31754915245806
0,db2,1,1.0,224,200,6,"(32, 32)",132.76485398804826
0,db2,1,1.0,224,200,8,"(32, 32)",160.02387039222117
0,db2,1,1.0,320,50,2,"(32, 32)",35.48913262815092
0,db2,1,1.0,320,50,4,"(32, 32)",49.73333484114439
0,db2,1,1.0,320,50,6,"(32, 32)",92.42527420874138
0,db2,1,1.0,320,50,8,"(32, 32)",128.6344296601343
0,db2,1,1.0,320,100,2,"(32, 32)",35.28589025887095
0,db2,1,1.0,320,100,4,"(32, 32)",49.791779041030466
0,db2,1,1.0,320,100,6,"(32, 32)",92.15891634297373
0,db2,1,1.0,320,100,8,"(32, 32)",128.87642714027507
0,db2,1,1.0,320,200,2,"(32, 32)",35.69251532646011
0,db2,1,1.0,320,200,4,"(32, 32)",50.47817423316313
0,db2,1,1.0,320,200,6,"(32, 32)",91.14009366926143
0,db2,1,1.0,320,200,8,"(32, 32)",126.3087695069666
0,db2,1,1.0,416,50,2,"(32, 32)",21.65483425516465
0,db2,1,1.0,416,50,4,"(32, 32)",38.14717427759218
0,db2,1,1.0,416,50,6,"(32, 32)",71.58502477113754
0,db2,1,1.0,416,50,8,"(32, 32)",109.24378378705153
0,db2,1,1.0,416,100,2,"(32, 32)",21.601747745871617
0,db2,1,1.0,416,100,4,"(32, 32)",37.80469935638311
0,db2,1,1.0,416,100,6,"(32, 32)",70.94649162946699
0,db2,1,1.0,416,100,8,"(32, 32)",106.53062650498646
0,db2,1,1.0,416,200,2,"(32, 32)",21.533916158829495
0,db2,1,1.0,416,200,4,"(32, 32)",37.7457857116428
0,db2,1,1.0,416,200,6,"(32, 32)",69.76242529012907
0,db2,1,1.0,416,200,8,"(32, 32)",106.7704984472962
0,db2,1,1.0,512,50,2,"(32, 32)",16.965369911826773
0,db2,1,1.0,512,50,4,"(32, 32)",32.47165576610067
0,db2,1,1.0,512,50,6,"(32, 32)",61.60488755293817
0,db2,1,1.0,512,50,8,"(32, 32)",96.63262417855341
0,db2,1,1.0,512,100,2,"(32, 32)",16.771488696575663
0,db2,1,1.0,512,100,4,"(32, 32)",32.03127971368667
0,db2,1,1.0,512,100,6,"(32, 32)",60.236795395092315
0,db2,1,1.0,512,100,8,"(32, 32)",94.51438681267099
0,db2,1,1.0,512,200,2,"(32, 32)",17.118088490022654
0,db2,1,1.0,512,200,4,"(32, 32)",32.256637895539804
0,db2,1,1.0,512,200,6,"(32, 32)",59.76425304159564
0,db2,1,1.0,512,200,8,"(32, 32)",95.03536533826777
0,db2,1,10.0,128,50,2,"(32, 32)",189.8419104467363
0,db2,1,10.0,128,50,4,"(32, 32)",152.77732213933027
0,db2,1,10.0,128,50,6,"(32, 32)",132.45663874093066
0,db2,1,10.0,128,50,8,"(32, 32)",128.9349285688471
0,db2,1,10.0,128,100,2,"(32, 32)",190.46754703783364
0,db2,1,10.0,128,100,4,"(32, 32)",154.17638009203515
0,db2,1,10.0,128,100,6,"(32, 32)",134.0908959679972
0,db2,1,10.0,128,100,8,"(32, 32)",130.7928764689965
0,db2,1,10.0,128,200,2,"(32, 32)",190.35917807221844
0,db2,1,10.0,128,200,4,"(32, 32)",154.26590866824722
0,db2,1,10.0,128,200,6,"(32, 32)",134.09729827048113
0,db2,1,10.0,128,200,8,"(32, 32)",131.22639923076463
0,db2,1,10.0,224,50,2,"(32, 32)",134.17534218139116
0,db2,1,10.0,224,50,4,"(32, 32)",97.46233735999931
0,db2,1,10.0,224,50,6,"(32, 32)",93.75721456615018
0,db2,1,10.0,224,50,8,"(32, 32)",96.53529281770173
0,db2,1,10.0,224,100,2,"(32, 32)",134.93075864136006
0,db2,1,10.0,224,100,4,"(32, 32)",98.03720824716102
0,db2,1,10.0,224,100,6,"(32, 32)",94.34221897355008
0,db2,1,10.0,224,100,8,"(32, 32)",97.29439308109338
0,db2,1,10.0,224,200,2,"(32, 32)",134.04090032258642
0,db2,1,10.0,224,200,4,"(32, 32)",98.34899835973438
0,db2,1,10.0,224,200,6,"(32, 32)",94.70297449147498
0,db2,1,10.0,224,200,8,"(32, 32)",97.39103883961063
0,db2,1,10.0,320,50,2,"(32, 32)",79.45392252203905
0,db2,1,10.0,320,50,4,"(32, 32)",74.6907491958803
0,db2,1,10.0,320,50,6,"(32, 32)",74.78308628631768
0,db2,1,10.0,320,50,8,"(32, 32)",77.77965912163278
0,db2,1,10.0,320,100,2,"(32, 32)",77.9798217495889
0,db2,1,10.0,320,100,4,"(32, 32)",75.01443968052749
0,db2,1,10.0,320,100,6,"(32, 32)",75.45532653086781
0,db2,1,10.0,320,100,8,"(32, 32)",78.84083426546526
0,db2,1,10.0,320,200,2,"(32, 32)",79.07911730650406
0,db2,1,10.0,320,200,4,"(32, 32)",75.45379864614542
0,db2,1,10.0,320,200,6,"(32, 32)",76.17748589611233
0,db2,1,10.0,320,200,8,"(32, 32)",78.54342235218492
0,db2,1,10.0,416,50,2,"(32, 32)",53.00791163143595
0,db2,1,10.0,416,50,4,"(32, 32)",62.79633720796014
0,db2,1,10.0,416,50,6,"(32, 32)",64.24737415810982
0,db2,1,10.0,416,50,8,"(32, 32)",67.1860825216118
0,db2,1,10.0,416,100,2,"(32, 32)",52.80334996520209
0,db2,1,10.0,416,100,4,"(32, 32)",63.778045648565374
0,db2,1,10.0,416,100,6,"(32, 32)",64.89797099487555
0,db2,1,10.0,416,100,8,"(32, 32)",66.95749574369616
0,db2,1,10.0,416,200,2,"(32, 32)",52.77451398473001
0,db2,1,10.0,416,200,4,"(32, 32)",63.23094541591892
0,db2,1,10.0,416,200,6,"(32, 32)",64.88073075989503
0,db2,1,10.0,416,200,8,"(32, 32)",67.99667984205888
0,db2,1,10.0,512,50,2,"(32, 32)",43.13036231274622
0,db2,1,10.0,512,50,4,"(32, 32)",56.021053920475644
0,db2,1,10.0,512,50,6,"(32, 32)",57.629991460002245
0,db2,1,10.0,512,50,8,"(32, 32)",59.90843926589875
0,db2,1,10.0,512,100,2,"(32, 32)",42.98521914497361
0,db2,1,10.0,512,100,4,"(32, 32)",56.844822819480875
0,db2,1,10.0,512,100,6,"(32, 32)",57.189241443238494
0,db2,1,10.0,512,100,8,"(32, 32)",60.41753116734561
0,db2,1,10.0,512,200,2,"(32, 32)",43.199923548807384
0,db2,1,10.0,512,200,4,"(32, 32)",56.30339791324453
0,db2,1,10.0,512,200,6,"(32, 32)",57.25616948230663
0,db2,1,10.0,512,200,8,"(32, 32)",60.18263052219506
0,db2,2,0.01,128,50,2,"(32, 32)",211.81151997735438
0,db2,2,0.01,128,50,4,"(32, 32)",239.34185128032246
0,db2,2,0.01,128,50,6,"(32, 32)",244.35055739758954
0,db2,2,0.01,128,50,8,"(32, 32)",245.85070197435962
0,db2,2,0.01,128,100,2,"(32, 32)",212.2565720869533
0,db2,2,0.01,128,100,4,"(32, 32)",239.24882563638613
0,db2,2,0.01,128,100,6,"(32, 32)",244.4230151760423
0,db2,2,0.01,128,100,8,"(32, 32)",245.69920209072723
0,db2,2,0.01,128,200,2,"(32, 32)",211.56313543182014
0,db2,2,0.01,128,200,4,"(32, 32)",239.22798041855978
0,db2,2,0.01,128,200,6,"(32, 32)",244.31307973961248
0,db2,2,0.01,128,200,8,"(32, 32)",245.6112874481589
0,db2,2,0.01,224,50,2,"(32, 32)",215.08624481492916
0,db2,2,0.01,224,50,4,"(32, 32)",240.68437915919333
0,db2,2,0.01,224,50,6,"(32, 32)",245.12412957830117
0,db2,2,0.01,224,50,8,"(32, 32)",246.03417574735658
0,db2,2,0.01,224,100,2,"(32, 32)",214.09964819909973
0,db2,2,0.01,224,100,4,"(32, 32)",240.450857030936
0,db2,2,0.01,224,100,6,"(32, 32)",245.0649085496857
0,db2,2,0.01,224,100,8,"(32, 32)",245.8389041239268
0,db2,2,0.01,224,200,2,"(32, 32)",214.46936946636583
0,db2,2,0.01,224,200,4,"(32, 32)",240.46031974307354
0,db2,2,0.01,224,200,6,"(32, 32)",245.08406170898175
0,db2,2,0.01,224,200,8,"(32, 32)",245.72881642621607
0,db2,2,0.01,320,50,2,"(32, 32)",212.7274704332774
0,db2,2,0.01,320,50,4,"(32, 32)",240.16943286658997
0,db2,2,0.01,320,50,6,"(32, 32)",244.37925132702344
0,db2,2,0.01,320,50,8,"(32, 32)",245.6624337905269
0,db2,2,0.01,320,100,2,"(32, 32)",213.28734408325226
0,db2,2,0.01,320,100,4,"(32, 32)",239.609772104308
0,db2,2,0.01,320,100,6,"(32, 32)",244.59800964288027
0,db2,2,0.01,320,100,8,"(32, 32)",245.5209463161057
0,db2,2,0.01,320,200,2,"(32, 32)",213.19522162158756
0,db2,2,0.01,320,200,4,"(32, 32)",239.57471751590808
0,db2,2,0.01,320,200,6,"(32, 32)",244.34431852632414
0,db2,2,0.01,320,200,8,"(32, 32)",245.68429876981926
0,db2,2,0.01,416,50,2,"(32, 32)",208.20259662038663
0,db2,2,0.01,416,50,4,"(32, 32)",237.4592155131803
0,db2,2,0.01,416,50,6,"(32, 32)",242.82693015169667
0,db2,2,0.01,416,50,8,"(32, 32)",244.38824389538965
0,db2,2,0.01,416,100,2,"(32, 32)",208.39820169709012
0,db2,2,0.01,416,100,4,"(32, 32)",237.77387181883643
