rep,alp,num_cell,error
0,0.01,32,36.471431630315735
0,0.01,56,30.761345793870085
0,0.01,80,26.64713817639604
0,0.01,104,23.445379941615137
0,0.01,128,20.532930023806852
0,0.1,32,31.217112210894808
0,0.1,56,25.01968204116347
0,0.1,80,20.9333472845108
0,0.1,104,17.198335207723925
0,0.1,128,14.560004024505059
0,1.0,32,32.8283028468417
0,1.0,56,24.93706234808435
0,1.0,80,19.470252993937937
0,1.0,104,15.563859137202309
0,1.0,128,12.480542717895048
0,10.0,32,35.55800580151832
0,10.0,56,26.284576096682166
0,10.0,80,20.609275140874686
0,10.0,104,16.910072331739105
0,10.0,128,14.463849615825952
1,0.01,32,35.96940987360334
1,0.01,56,30.53839452544371
1,0.01,80,26.76833563605719
1,0.01,104,23.619320141264584
1,0.01,128,20.750471178702995
1,0.1,32,30.748952646174306
1,0.1,56,24.684796303566777
1,0.1,80,20.710100534766998
1,0.1,104,17.0946810118377
1,0.1,128,14.549931288094843
1,1.0,32,33.38026209578061
1,1.0,56,24.632336448282107
1,1.0,80,19.350413023806354
1,1.0,104,15.645484253315777
1,1.0,128,12.540948401548533
1,10.0,32,36.439036106296186
1,10.0,56,25.74306231620029
1,10.0,80,20.514250849471424
1,10.0,104,16.965686050785806
1,10.0,128,14.453404901217063
2,0.01,32,36.38536207338976
2,0.01,56,30.80148124600897
2,0.01,80,26.453538363044157
2,0.01,104,23.41674748561755
2,0.01,128,20.694486792376697
2,0.1,32,31.202854145767514
2,0.1,56,24.785630674759048
2,0.1,80,20.765899817124318
2,0.1,104,17.572274742620177
2,0.1,128,14.87484446211848
2,1.0,32,33.03218081632549
2,1.0,56,24.67908614471436
2,1.0,80,19.522945793221584
2,1.0,104,15.462367118443334
2,1.0,128,12.456691944265778
2,10.0,32,35.19722449457602
2,10.0,56,26.303898943690697
2,10.0,80,20.21219572405603
2,10.0,104,16.907634798263047
2,10.0,128,14.483778199510555
3,0.01,32,36.01910571575174
3,0.01,56,30.520312627488575
3,0.01,80,26.936441635263755
3,0.01,104,23.486084734315785
3,0.01,128,20.685743551226043
3,0.1,32,31.170579804017176
3,0.1,56,24.890376337010213
3,0.1,80,20.47471454873183
3,0.1,104,17.528382962770717
3,0.1,128,14.567300422784793
3,1.0,32,33.13855388380008
3,1.0,56,25.356722558450844
3,1.0,80,19.44457388456343
3,1.0,104,15.310313664268639
3,1.0,128,12.423554850299821
3,10.0,32,35.74109373326451
3,10.0,56,26.337901705017135
3,10.0,80,20.644287246518054
3,10.0,104,16.925722764330352
3,10.0,128,14.506623564006313
4,0.01,32,36.082416396497806
4,0.01,56,30.358436746671593
4,0.01,80,26.817320419255054
4,0.01,104,23.46744270594865
4,0.01,128,20.946059114438143
4,0.1,32,30.878035793787497
4,0.1,56,24.83793670009291
4,0.1,80,20.553252949779676
4,0.1,104,17.531152191161258
4,0.1,128,14.773109436427196
4,1.0,32,32.69497694346923
4,1.0,56,24.886949209099118
4,1.0,80,19.537573195190387
4,1.0,104,15.701413371618973
4,1.0,128,12.477133931908607
4,10.0,32,35.550946388577835
4,10.0,56,26.270067518922186
4,10.0,80,20.81182456996869
4,10.0,104,17.10806606633343
4,10.0,128,14.383964596035407
5,0.01,32,36.318433897224565
5,0.01,56,30.291683513596443
5,0.01,80,26.59216540554399
5,0.01,104,23.598231171738583
5,0.01,128,20.775169458168687
5,0.1,32,30.708530592748517
5,0.1,56,24.855529756304787
5,0.1,80,20.680374624079835
5,0.1,104,17.693022927208748
5,0.1,128,14.698094998401366
5,1.0,32,32.12161539854071
5,1.0,56,24.685670113650165
5,1.0,80,19.190561752326925
5,1.0,104,15.548184716346562
5,1.0,128,12.350667130833871
5,10.0,32,35.75682258860959
5,10.0,56,26.50706977826822
5,10.0,80,20.547400684666666
5,10.0,104,16.7852074984309
5,10.0,128,14.415170551499159
6,0.01,32,36.018044823636394
6,0.01,56,30.700508856516894
6,0.01,80,26.51971393229537
6,0.01,104,23.374770627451863
6,0.01,128,20.669337387205307
6,0.1,32,30.881051030431923
6,0.1,56,24.76205744032548
6,0.1,80,20.494729085501127
6,0.1,104,17.37664534647912
6,0.1,128,14.614393382107995
6,1.0,32,32.787751955786916
6,1.0,56,24.69227959443648
6,1.0,80,19.464160947787274
6,1.0,104,15.546277273371489
6,1.0,128,12.453463637128399
6,10.0,32,36.025880782447544
6,10.0,56,26.253487128289525
6,10.0,80,20.74775067742543
