rep,alp,num_cell,filter_dim,error
3,10,20,"(8, 8)",15.43156857
3,10,26,"(8, 8)",12.54160617
3,10,32,"(8, 8)",10.65508186
4,0.01,8,"(8, 8)",22.57231058
4,0.01,14,"(8, 8)",18.79302061
4,0.01,20,"(8, 8)",16.1898584
4,0.01,26,"(8, 8)",13.96717187
4,0.01,32,"(8, 8)",12.39995102
4,0.1,8,"(8, 8)",21.26468887
4,0.1,14,"(8, 8)",15.45192153
4,0.1,20,"(8, 8)",12.36864886
4,0.1,26,"(8, 8)",10.25729297
4,0.1,32,"(8, 8)",8.523571094
4,1,8,"(8, 8)",39.58965272
4,1,14,"(8, 8)",20.16568137
4,1,20,"(8, 8)",14.92924891
4,1,26,"(8, 8)",11.58593437
4,1,32,"(8, 8)",9.251232787
4,10,8,"(8, 8)",50.68891098
4,10,14,"(8, 8)",21.10032377
4,10,20,"(8, 8)",15.5890371
4,10,26,"(8, 8)",12.57397044
4,10,32,"(8, 8)",10.57720502
5,0.01,8,"(8, 8)",22.63661966
5,0.01,14,"(8, 8)",18.60949041
5,0.01,20,"(8, 8)",16.26400107
5,0.01,26,"(8, 8)",14.19322607
5,0.01,32,"(8, 8)",12.36007469
5,0.1,8,"(8, 8)",21.1134238
5,0.1,14,"(8, 8)",15.48436465
5,0.1,20,"(8, 8)",12.26727354
5,0.1,26,"(8, 8)",10.24650347
5,0.1,32,"(8, 8)",8.417433096
5,1,8,"(8, 8)",40.57185733
5,1,14,"(8, 8)",20.66083913
5,1,20,"(8, 8)",14.89150662
5,1,26,"(8, 8)",11.74200768
5,1,32,"(8, 8)",9.276158641
5,10,8,"(8, 8)",50.50765786
5,10,14,"(8, 8)",21.78376123
5,10,20,"(8, 8)",15.66358712
5,10,26,"(8, 8)",12.39346123
5,10,32,"(8, 8)",10.6882763
6,0.01,8,"(8, 8)",22.26875226
6,0.01,14,"(8, 8)",18.572025
6,0.01,20,"(8, 8)",16.17145689
6,0.01,26,"(8, 8)",14.0124956
6,0.01,32,"(8, 8)",12.48488038
6,0.1,8,"(8, 8)",21.01553079
6,0.1,14,"(8, 8)",15.48656669
6,0.1,20,"(8, 8)",12.39250548
6,0.1,26,"(8, 8)",10.21736924
6,0.1,32,"(8, 8)",8.552182853
6,1,8,"(8, 8)",40.25714479
6,1,14,"(8, 8)",20.44577176
6,1,20,"(8, 8)",14.65218715
6,1,26,"(8, 8)",11.7437739
6,1,32,"(8, 8)",9.2935543
6,10,8,"(8, 8)",51.29264546
6,10,14,"(8, 8)",21.89193297
6,10,20,"(8, 8)",15.45826591
6,10,26,"(8, 8)",12.45028888
6,10,32,"(8, 8)",10.62539026
7,0.01,8,"(8, 8)",22.34472202
7,0.01,14,"(8, 8)",18.57063675
7,0.01,20,"(8, 8)",16.13720998
7,0.01,26,"(8, 8)",14.11211449
7,0.01,32,"(8, 8)",12.38999755
7,0.1,8,"(8, 8)",21.25053064
7,0.1,14,"(8, 8)",15.47659146
7,0.1,20,"(8, 8)",12.41147563
7,0.1,26,"(8, 8)",10.29877219
7,0.1,32,"(8, 8)",8.530830121
7,1,8,"(8, 8)",39.71304033
7,1,14,"(8, 8)",20.27266517
7,1,20,"(8, 8)",14.99362505
7,1,26,"(8, 8)",11.70227814
7,1,32,"(8, 8)",9.225916259
7,10,8,"(8, 8)",50.96832885
7,10,14,"(8, 8)",22.10061051
7,10,20,"(8, 8)",15.63757758
7,10,26,"(8, 8)",12.43922451
7,10,32,"(8, 8)",10.57789835
8,0.01,8,"(8, 8)",22.38033142
8,0.01,14,"(8, 8)",18.67736562
8,0.01,20,"(8, 8)",16.03598363
8,0.01,26,"(8, 8)",14.05041093
8,0.01,32,"(8, 8)",12.34167896
8,0.1,8,"(8, 8)",21.01891819
8,0.1,14,"(8, 8)",15.28546721
8,0.1,20,"(8, 8)",12.3385535
8,0.1,26,"(8, 8)",10.2457017
8,0.1,32,"(8, 8)",8.55134803
8,1,8,"(8, 8)",40.06117615
8,1,14,"(8, 8)",20.19534773
8,1,20,"(8, 8)",14.66821763
8,1,26,"(8, 8)",11.61100419
8,1,32,"(8, 8)",9.3010542
8,10,8,"(8, 8)",49.82730438
8,10,14,"(8, 8)",21.45298355
8,10,20,"(8, 8)",15.53879553
8,10,26,"(8, 8)",12.45545224
8,10,32,"(8, 8)",10.52461101
9,0.01,8,"(8, 8)",22.54279302
