rep,dwt_type,lv,alp,num_cell,filter_dim,error
3,db2,2,1.0,416,"(32, 32)",18.79433834371607
3,db2,2,1.0,512,"(32, 32)",12.464216665419434
3,db2,2,10.0,128,"(32, 32)",111.52615037815197
3,db2,2,10.0,224,"(32, 32)",90.73279248659644
3,db2,2,10.0,320,"(32, 32)",42.659367329358766
3,db2,2,10.0,416,"(32, 32)",20.048423891595803
3,db2,2,10.0,512,"(32, 32)",14.718849262785643
3,db2,3,0.01,128,"(32, 32)",43.25990296697294
3,db2,3,0.01,224,"(32, 32)",32.97910549007934
3,db2,3,0.01,320,"(32, 32)",26.67153810669356
3,db2,3,0.01,416,"(32, 32)",22.351723610045013
3,db2,3,0.01,512,"(32, 32)",18.480267388362144
3,db2,3,0.1,128,"(32, 32)",41.62318792207813
3,db2,3,0.1,224,"(32, 32)",25.86012223653676
3,db2,3,0.1,320,"(32, 32)",17.09442873763165
3,db2,3,0.1,416,"(32, 32)",12.493021428446406
3,db2,3,0.1,512,"(32, 32)",9.647689234332534
3,db2,3,1.0,128,"(32, 32)",69.62044829415214
3,db2,3,1.0,224,"(32, 32)",27.20141869659864
3,db2,3,1.0,320,"(32, 32)",16.901955332303295
3,db2,3,1.0,416,"(32, 32)",12.42697940771236
3,db2,3,1.0,512,"(32, 32)",9.723473483507458
3,db2,3,10.0,128,"(32, 32)",85.43515924513572
3,db2,3,10.0,224,"(32, 32)",28.53313627828606
3,db2,3,10.0,320,"(32, 32)",17.598472706677306
3,db2,3,10.0,416,"(32, 32)",13.371608411070952
3,db2,3,10.0,512,"(32, 32)",11.238128332238658
4,db2,1,0.01,128,"(32, 32)",104.76882244695408
4,db2,1,0.01,224,"(32, 32)",93.75464952256175
4,db2,1,0.01,320,"(32, 32)",84.75229479628315
4,db2,1,0.01,416,"(32, 32)",77.71090301546656
4,db2,1,0.01,512,"(32, 32)",70.13316800831696
4,db2,1,0.1,128,"(32, 32)",105.21804324423405
4,db2,1,0.1,224,"(32, 32)",94.2968285991109
4,db2,1,0.1,320,"(32, 32)",84.72256306925377
4,db2,1,0.1,416,"(32, 32)",75.11676706403725
4,db2,1,0.1,512,"(32, 32)",63.65977879492091
4,db2,1,1.0,128,"(32, 32)",116.08861803748894
4,db2,1,1.0,224,"(32, 32)",108.23596555021084
4,db2,1,1.0,320,"(32, 32)",100.0472213260126
4,db2,1,1.0,416,"(32, 32)",91.25800647883165
4,db2,1,1.0,512,"(32, 32)",79.02539760027372
4,db2,1,10.0,128,"(32, 32)",120.34671884587878
4,db2,1,10.0,224,"(32, 32)",111.84724138155168
4,db2,1,10.0,320,"(32, 32)",103.91011274686836
4,db2,1,10.0,416,"(32, 32)",95.10431928563206
4,db2,1,10.0,512,"(32, 32)",84.09313975962944
4,db2,2,0.01,128,"(32, 32)",78.20634773618386
4,db2,2,0.01,224,"(32, 32)",63.520098952113024
4,db2,2,0.01,320,"(32, 32)",54.535038245364234
4,db2,2,0.01,416,"(32, 32)",46.16788678444793
4,db2,2,0.01,512,"(32, 32)",38.95872568079124
4,db2,2,0.1,128,"(32, 32)",78.17270203846186
4,db2,2,0.1,224,"(32, 32)",59.45562589701385
4,db2,2,0.1,320,"(32, 32)",42.17653837987979
4,db2,2,0.1,416,"(32, 32)",27.24388242874462
4,db2,2,0.1,512,"(32, 32)",16.01820494178061
4,db2,2,1.0,128,"(32, 32)",103.14189937956006
4,db2,2,1.0,224,"(32, 32)",81.02891949687051
4,db2,2,1.0,320,"(32, 32)",41.26668941536206
4,db2,2,1.0,416,"(32, 32)",19.060814554715595
4,db2,2,1.0,512,"(32, 32)",12.554695703851552
4,db2,2,10.0,128,"(32, 32)",111.66504103962376
4,db2,2,10.0,224,"(32, 32)",91.50108586902104
4,db2,2,10.0,320,"(32, 32)",43.66638371810289
4,db2,2,10.0,416,"(32, 32)",19.85777957009156
4,db2,2,10.0,512,"(32, 32)",14.625396723134797
4,db2,3,0.01,128,"(32, 32)",44.09265260797504
4,db2,3,0.01,224,"(32, 32)",32.79833940396176
4,db2,3,0.01,320,"(32, 32)",27.066780086649267
4,db2,3,0.01,416,"(32, 32)",22.332980205344178
