rep,alp,num_cell,error
0,0.01,8,82.69450718952031
0,0.01,14,77.6854519317066
0,0.01,20,75.49689707158662
0,0.01,26,74.45721005483881
0,0.01,32,72.98595314222526
0,0.1,8,76.95662069213584
0,0.1,14,74.61853970626541
0,0.1,20,72.11051978032249
0,0.1,26,70.32382816188642
0,0.1,32,68.77538457920343
0,1.0,8,89.81468927506467
0,1.0,14,74.06535742032037
0,1.0,20,71.52399898123241
0,1.0,26,67.06608840713314
0,1.0,32,64.86399154021477
0,10.0,8,163.25485767889302
0,10.0,14,113.64787864534541
0,10.0,20,87.77228763032552
0,10.0,26,74.61153802901843
0,10.0,32,71.14067460026342
1,0.01,8,81.8455018463773
1,0.01,14,77.55551502089487
1,0.01,20,76.11618279067396
1,0.01,26,74.13845479218857
1,0.01,32,72.87890083250402
1,0.1,8,77.56271204892542
1,0.1,14,73.34009024384342
1,0.1,20,72.65201752835183
1,0.1,26,70.19385073864059
1,0.1,32,68.71392050335334
1,1.0,8,89.20597954795056
1,1.0,14,77.14681137032271
1,1.0,20,69.94272744668072
1,1.0,26,68.31974925729985
1,1.0,32,64.08892566039367
1,10.0,8,153.81819604202965
1,10.0,14,110.8689491315344
1,10.0,20,89.0504334316597
1,10.0,26,77.96530191445618
1,10.0,32,71.40897422618967
2,0.01,8,83.6802504506931
2,0.01,14,77.72815875938099
2,0.01,20,75.92702878490479
2,0.01,26,74.13176013297269
2,0.01,32,73.09580533455613
2,0.1,8,77.12982204702101
2,0.1,14,74.19977700027722
2,0.1,20,72.60730783973055
2,0.1,26,69.92262201176558
2,0.1,32,69.32781172125557
2,1.0,8,91.08244364013972
2,1.0,14,75.77875698118198
2,1.0,20,70.47615094281957
2,1.0,26,68.14117816297271
2,1.0,32,64.37342965886563
2,10.0,8,165.72305556402614
2,10.0,14,114.99354533449872
2,10.0,20,87.95755023568547
2,10.0,26,76.77049620376194
2,10.0,32,70.88520064104972
3,0.01,8,84.75881799605501
3,0.01,14,78.4218518214734
3,0.01,20,76.00843949892035
3,0.01,26,73.74334482456234
3,0.01,32,72.45428435595237
3,0.1,8,77.68224839300846
3,0.1,14,73.37329988605823
3,0.1,20,71.77196520026811
3,0.1,26,70.70511605341376
3,0.1,32,69.05147249722067
3,1.0,8,92.5851538405047
3,1.0,14,77.10740092339155
3,1.0,20,71.12785875310743
3,1.0,26,67.91611369401296
3,1.0,32,65.06626709687686
3,10.0,8,162.82488502651836
3,10.0,14,110.37194875299251
3,10.0,20,87.52404097396946
3,10.0,26,75.61882319170563
3,10.0,32,72.17813837028393
4,0.01,8,84.00945290101166
4,0.01,14,77.71178704189836
4,0.01,20,75.58582265919085
4,0.01,26,73.99577654565319
4,0.01,32,72.11848026208331
4,0.1,8,76.63901855776095
4,0.1,14,74.21941770875635
4,0.1,20,72.32437073281864
4,0.1,26,70.46048895547926
4,0.1,32,69.45080260437138
4,1.0,8,91.97565287311392
4,1.0,14,77.8563832522193
4,1.0,20,71.95819221074841
4,1.0,26,66.8976362475099
4,1.0,32,64.61715145891836
4,10.0,8,163.71078671644364
4,10.0,14,111.05146141344457
4,10.0,20,87.4507182384591
4,10.0,26,77.48429888755966
4,10.0,32,70.94470022353417
5,0.01,8,82.37710800136442
5,0.01,14,78.61797846021233
5,0.01,20,75.57338263282344
5,0.01,26,74.55603127186446
5,0.01,32,71.90658583846532
5,0.1,8,76.97535660485491
5,0.1,14,74.92706037761694
5,0.1,20,72.11439698029136
5,0.1,26,70.80191960291761
5,0.1,32,68.78804103909587
5,1.0,8,85.7682241309032
5,1.0,14,76.52712676349655
5,1.0,20,71.18255825825038
5,1.0,26,67.84767182417131
5,1.0,32,64.60805098850265
5,10.0,8,166.30075795591011
5,10.0,14,113.31377491388942
5,10.0,20,87.91811512361049
5,10.0,26,76.93718225458446
5,10.0,32,71.7042371107099
6,0.01,8,81.86106444128345
6,0.01,14,78.5488425487032
6,0.01,20,75.121464320811
6,0.01,26,73.49834019869354
6,0.01,32,72.93178391469984
6,0.1,8,77.0600796433133
6,0.1,14,75.23962429664662
6,0.1,20,72.08989507838189
6,0.1,26,70.73584133858824
6,0.1,32,69.07652172134101
6,1.0,8,87.33021130938897
6,1.0,14,76.08905468501293
6,1.0,20,72.07617957572006
6,1.0,26,66.57459051082905
6,1.0,32,64.71847178990178
6,10.0,8,160.6387118056878
6,10.0,14,112.72889209084789
6,10.0,20,88.64070900533653
6,10.0,26,74.98415934807302
6,10.0,32,71.49132085022055
7,0.01,8,80.8543436595143
7,0.01,14,78.37671887035441
7,0.01,20,75.77230149123629
7,0.01,26,74.05187569560184
7,0.01,32,72.8609552475883
7,0.1,8,76.33500898040701
7,0.1,14,75.07467588188943
7,0.1,20,72.4143350867486
7,0.1,26,70.57996016559898
7,0.1,32,69.27365969597203
7,1.0,8,89.82621357812245
7,1.0,14,76.67486291555333
7,1.0,20,69.91952711883836
7,1.0,26,67.15874887310972
7,1.0,32,64.98870179212861
7,10.0,8,165.38566828288498
7,10.0,14,117.6866837370406
7,10.0,20,87.85366992178292
7,10.0,26,76.70105514795299
7,10.0,32,71.70419665176067
8,0.01,8,84.80300497093019
8,0.01,14,77.64552964448883
8,0.01,20,76.07038438567743
8,0.01,26,73.85292340421685
8,0.01,32,72.87056905843333
8,0.1,8,77.54166232653454
8,0.1,14,73.94483768171644
8,0.1,20,72.31534261564698
8,0.1,26,70.39280613643498
8,0.1,32,68.82790821054289
8,1.0,8,87.55726319254477
8,1.0,14,75.39698319104222
8,1.0,20,70.17233683252158
8,1.0,26,67.51039800735386
8,1.0,32,65.05115828659387
8,10.0,8,160.0716171915248
8,10.0,14,120.98615556126204
8,10.0,20,88.34572089324125
8,10.0,26,76.50612638289165
8,10.0,32,71.20531781193372
9,0.01,8,82.61466545999059
9,0.01,14,78.19226179251842
9,0.01,20,75.92827358630883
9,0.01,26,74.02436783097765
9,0.01,32,73.09572778368822
9,0.1,8,77.65444692441142
9,0.1,14,75.18923433226765
9,0.1,20,72.44122497091601
9,0.1,26,69.9379590166862
9,0.1,32,68.80098628734423
9,1.0,8,92.86981934259677
9,1.0,14,75.12750646183362
9,1.0,20,71.39324533584211
9,1.0,26,66.69074977117519
9,1.0,32,64.80030624176
9,10.0,8,164.79923709627988
9,10.0,14,115.26698159909694
9,10.0,20,86.17325233610701
9,10.0,26,76.57013379712402
9,10.0,32,72.38423284957966
