rep,alp,num_cell,cell_size,sparse_freq,error
0,0.01,32,50,2,52.3876979247978
0,0.01,32,50,4,59.621693261539015
0,0.01,32,50,6,60.528476224178945
0,0.01,32,50,8,60.26234236805209
0,0.01,32,100,2,53.232541405685836
0,0.01,32,100,4,59.868412491647206
0,0.01,32,100,6,60.19265465138344
0,0.01,32,100,8,60.0543916848079
0,0.01,32,200,2,51.643330753327746
0,0.01,32,200,4,59.80271680140137
0,0.01,32,200,6,61.097120514991445
0,0.01,32,200,8,60.22341788412135
0,0.01,56,50,2,47.061626127319045
0,0.01,56,50,4,54.27072001010341
0,0.01,56,50,6,54.66992731759735
0,0.01,56,50,8,54.69165340673164
0,0.01,56,100,2,46.69388733747768
0,0.01,56,100,4,54.85937611257475
0,0.01,56,100,6,55.16917427948267
0,0.01,56,100,8,55.029487889253666
0,0.01,56,200,2,46.977586555833625
0,0.01,56,200,4,54.54385777621584
0,0.01,56,200,6,54.49107641256368
0,0.01,56,200,8,54.31091653954102
0,0.01,80,50,2,39.813275675500854
0,0.01,80,50,4,46.08058202899151
0,0.01,80,50,6,44.01026497658616
0,0.01,80,50,8,44.661043373011516
0,0.01,80,100,2,40.01933936859197
0,0.01,80,100,4,46.135244870319966
0,0.01,80,100,6,46.295397402422125
0,0.01,80,100,8,43.48565893440025
0,0.01,80,200,2,39.97875402786592
0,0.01,80,200,4,46.12017408313304
0,0.01,80,200,6,45.16408437594069
0,0.01,80,200,8,44.10622575025958
0,0.01,104,50,2,31.111100735738326
0,0.01,104,50,4,33.12543783798197
0,0.01,104,50,6,29.964920387970697
0,0.01,104,50,8,30.388521050042673
0,0.01,104,100,2,31.566731265632033
0,0.01,104,100,4,32.052922355738
0,0.01,104,100,6,32.98315045764016
0,0.01,104,100,8,29.89597411083788
0,0.01,104,200,2,31.06652069166649
0,0.01,104,200,4,33.47010226327246
0,0.01,104,200,6,32.219107032965844
0,0.01,104,200,8,29.048727533569867
0,0.01,128,50,2,19.933157612377983
0,0.01,128,50,4,20.283413200043555
0,0.01,128,50,6,15.61198652414165
0,0.01,128,50,8,13.947221453289176
0,0.01,128,100,2,19.915576133506462
0,0.01,128,100,4,18.37578233363932
0,0.01,128,100,6,15.042815329245558
0,0.01,128,100,8,14.510939056274816
0,0.01,128,200,2,20.827539182467447
0,0.01,128,200,4,16.709489828342644
0,0.01,128,200,6,15.660436257123482
0,0.01,128,200,8,12.698145867715617
0,0.1,32,50,2,21.863243824086915
0,0.1,32,50,4,26.413133940556307
0,0.1,32,50,6,27.493817761565985
0,0.1,32,50,8,27.721684280133353
0,0.1,32,100,2,21.701214502337532
0,0.1,32,100,4,26.541254787952173
0,0.1,32,100,6,27.550665773630815
0,0.1,32,100,8,27.21959894303869
0,0.1,32,200,2,22.025948480454208
0,0.1,32,200,4,26.73684104902832
0,0.1,32,200,6,27.588272605209546
0,0.1,32,200,8,27.46404495998295
0,0.1,56,50,2,10.59727576894857
0,0.1,56,50,4,11.247567825197672
0,0.1,56,50,6,12.528172141157956
0,0.1,56,50,8,10.978240773334083
0,0.1,56,100,2,10.564186097048196
0,0.1,56,100,4,10.716999767420571
0,0.1,56,100,6,10.957004790520637
0,0.1,56,100,8,10.621245315441183
0,0.1,56,200,2,10.748460171444508
0,0.1,56,200,4,10.482562344759394
0,0.1,56,200,6,11.091133088409608
0,0.1,56,200,8,11.200397409472886
0,0.1,80,50,2,6.917766652098122
0,0.1,80,50,4,6.884128959924069
0,0.1,80,50,6,7.20559855127787
0,0.1,80,50,8,7.418794333912788
0,0.1,80,100,2,6.944194965543697
0,0.1,80,100,4,6.905379158454768
0,0.1,80,100,6,7.254444732975023
0,0.1,80,100,8,7.479987847629406
0,0.1,80,200,2,6.887217260743245
0,0.1,80,200,4,6.890590399484416
0,0.1,80,200,6,7.179261370311168
0,0.1,80,200,8,7.458157613662665
0,0.1,104,50,2,5.502640523818997
0,0.1,104,50,4,5.992109514547124
0,0.1,104,50,6,6.4829299971275525
0,0.1,104,50,8,6.83568777445646
0,0.1,104,100,2,5.541425924402018
0,0.1,104,100,4,6.020701300241402
0,0.1,104,100,6,6.491453567683182
0,0.1,104,100,8,6.781912072554707
0,0.1,104,200,2,5.541997952227178
0,0.1,104,200,4,6.0087686678154215
0,0.1,104,200,6,6.500347128182097
0,0.1,104,200,8,6.766246035927246
0,0.1,128,50,2,4.758801788056298
0,0.1,128,50,4,5.540944026017849
0,0.1,128,50,6,6.083681523361125
0,0.1,128,50,8,6.423080442577858
0,0.1,128,100,2,4.748305168956505
0,0.1,128,100,4,5.511337732112968
0,0.1,128,100,6,6.079338678232069
0,0.1,128,100,8,6.3980445974070985
0,0.1,128,200,2,4.752456431422424
0,0.1,128,200,4,5.544779808962915
0,0.1,128,200,6,6.085478974723899
0,0.1,128,200,8,6.379353850359432
0,1.0,32,50,2,11.704904092544878
0,1.0,32,50,4,11.079605240382657
0,1.0,32,50,6,11.387090775708627
0,1.0,32,50,8,11.506734286036302
0,1.0,32,100,2,11.769835105136334
0,1.0,32,100,4,11.09308375117558
0,1.0,32,100,6,11.298967729528645
0,1.0,32,100,8,11.476659557537175
0,1.0,32,200,2,11.752659435833971
0,1.0,32,200,4,11.138450121356968
0,1.0,32,200,6,11.277746612889953
0,1.0,32,200,8,11.447964243259209
0,1.0,56,50,2,8.443102975447113
0,1.0,56,50,4,8.845569005662414
0,1.0,56,50,6,9.298109982311678
0,1.0,56,50,8,9.688782834669317
0,1.0,56,100,2,8.445241583739026
0,1.0,56,100,4,8.810193564878967
0,1.0,56,100,6,9.317274265118813
0,1.0,56,100,8,9.673030753403962
0,1.0,56,200,2,8.38115477369176
0,1.0,56,200,4,8.894543044225273
0,1.0,56,200,6,9.201831046623042
0,1.0,56,200,8,9.661467590053405
0,1.0,80,50,2,7.133192739556949
0,1.0,80,50,4,7.955847733150514
0,1.0,80,50,6,8.603510082645775
0,1.0,80,50,8,8.976142415309157
0,1.0,80,100,2,7.107680837804258
0,1.0,80,100,4,7.9561416510720715
0,1.0,80,100,6,8.56740635549384
0,1.0,80,100,8,8.978018513946582
0,1.0,80,200,2,7.100085953742892
0,1.0,80,200,4,7.962263751155745
0,1.0,80,200,6,8.584182129405837
0,1.0,80,200,8,8.936051471408286
0,1.0,104,50,2,6.567223583687746
0,1.0,104,50,4,7.566037446242217
0,1.0,104,50,6,8.181154310863125
0,1.0,104,50,8,8.600128580950795
0,1.0,104,100,2,6.528009952537579
0,1.0,104,100,4,7.5455712876580066
0,1.0,104,100,6,8.183497957747829
0,1.0,104,100,8,8.625947983101783
0,1.0,104,200,2,6.5442273742795285
0,1.0,104,200,4,7.5747392464757235
0,1.0,104,200,6,8.136427135616906
0,1.0,104,200,8,8.625725978207461
0,1.0,128,50,2,6.218867775266652
0,1.0,128,50,4,7.348365145145992
0,1.0,128,50,6,7.96458846988524
0,1.0,128,50,8,8.430492514706797
0,1.0,128,100,2,6.191572910316067
0,1.0,128,100,4,7.314967594974522
0,1.0,128,100,6,7.969677201725741
0,1.0,128,100,8,8.414218458396775
0,1.0,128,200,2,6.188187686196954
0,1.0,128,200,4,7.328156233275657
0,1.0,128,200,6,8.016950293247085
0,1.0,128,200,8,8.410146951559536
0,10.0,32,50,2,11.575697177134462
0,10.0,32,50,4,11.758394367610233
0,10.0,32,50,6,12.396614695480501
0,10.0,32,50,8,12.723083357746809
0,10.0,32,100,2,11.654147615622882
0,10.0,32,100,4,11.810522166182604
0,10.0,32,100,6,12.275226853521687
0,10.0,32,100,8,12.747130875241577
0,10.0,32,200,2,11.679591639709042
0,10.0,32,200,4,11.809052140768069
0,10.0,32,200,6,12.340222745643993
0,10.0,32,200,8,12.67168504452647
0,10.0,56,50,2,9.559840212647773
0,10.0,56,50,4,10.844859305595177
0,10.0,56,50,6,11.509157598111344
0,10.0,56,50,8,11.919778982071996
0,10.0,56,100,2,9.579529402608431
0,10.0,56,100,4,10.889920051778656
0,10.0,56,100,6,11.54009174568293
0,10.0,56,100,8,11.960345392502633
0,10.0,56,200,2,9.601809021258072
0,10.0,56,200,4,10.868059947399244
0,10.0,56,200,6,11.526380053329365
0,10.0,56,200,8,11.852256437742799
0,10.0,80,50,2,9.00070781043731
0,10.0,80,50,4,10.536659549307258
0,10.0,80,50,6,11.230590182767399
0,10.0,80,50,8,11.649949403579273
0,10.0,80,100,2,8.97740069826
0,10.0,80,100,4,10.528380775684953
0,10.0,80,100,6,11.215496643471335
0,10.0,80,100,8,11.589917971145475
0,10.0,80,200,2,9.031945858451003
0,10.0,80,200,4,10.507098750154954
0,10.0,80,200,6,11.195511490729778
0,10.0,80,200,8,11.609112126902728
0,10.0,104,50,2,8.749617867981057
0,10.0,104,50,4,10.38990099686274
0,10.0,104,50,6,11.031590615868287
0,10.0,104,50,8,11.471080241864025
0,10.0,104,100,2,8.739326943117598
0,10.0,104,100,4,10.3498244413515
0,10.0,104,100,6,11.010406080305243
0,10.0,104,100,8,11.435763868297773
0,10.0,104,200,2,8.731961648784301
0,10.0,104,200,4,10.361386479277241
0,10.0,104,200,6,11.048696580885666
0,10.0,104,200,8,11.451190030420111
0,10.0,128,50,2,8.600019463805419
0,10.0,128,50,4,10.280047407226498
0,10.0,128,50,6,10.963697525088461
0,10.0,128,50,8,11.419657981280517
0,10.0,128,100,2,8.605808301573855
0,10.0,128,100,4,10.257856567938948
0,10.0,128,100,6,10.95480024774608
0,10.0,128,100,8,11.352442749927473
0,10.0,128,200,2,8.618382444559614
0,10.0,128,200,4,10.274598726850735
0,10.0,128,200,6,10.98513674095727
0,10.0,128,200,8,11.368940143557488
1,0.01,32,50,2,52.424641429600804
1,0.01,32,50,4,59.177040924216435
1,0.01,32,50,6,60.660308466277
1,0.01,32,50,8,60.2442690391118
1,0.01,32,100,2,52.838066061582666
1,0.01,32,100,4,60.04496621942789
1,0.01,32,100,6,60.65402401549679
1,0.01,32,100,8,60.10168512555734
