rep,alp,num_cell,cell_size,sparse_freq,filter_dim,error
1,10.0,512,200,8,"(32, 32)",15.96302325437377
2,0.01,128,50,2,"(32, 32)",66.50743012759186
2,0.01,128,50,4,"(32, 32)",85.32189046858693
2,0.01,128,50,6,"(32, 32)",91.57132740367983
2,0.01,128,50,8,"(32, 32)",95.43472110122553
2,0.01,128,100,2,"(32, 32)",66.48805264298686
2,0.01,128,100,4,"(32, 32)",84.79491382226726
2,0.01,128,100,6,"(32, 32)",92.16371159245416
2,0.01,128,100,8,"(32, 32)",95.81983805187906
2,0.01,128,200,2,"(32, 32)",65.8932422663606
2,0.01,128,200,4,"(32, 32)",84.29304887433776
2,0.01,128,200,6,"(32, 32)",92.25450873793002
2,0.01,128,200,8,"(32, 32)",95.59762560397702
2,0.01,224,50,2,"(32, 32)",56.1192775264357
2,0.01,224,50,4,"(32, 32)",76.24149455175703
2,0.01,224,50,6,"(32, 32)",82.52333698232275
