rep,alp,num_cell,cell_size,sparse_freq,error
0,0.01,32,50,2,44.410998289883146
0,0.01,32,50,4,54.16790219976351
0,0.01,32,50,6,54.79118369388813
0,0.01,32,50,8,54.26019152704865
0,0.01,32,100,2,44.31395879369983
0,0.01,32,100,4,54.13807146840489
0,0.01,32,100,6,55.17391033194166
0,0.01,32,100,8,54.245475299084475
0,0.01,32,200,2,44.38829039222047
0,0.01,32,200,4,52.35218583638055
0,0.01,32,200,6,54.328860120212994
0,0.01,32,200,8,54.742056074348085
0,0.01,56,50,2,38.65142723103313
0,0.01,56,50,4,47.60348148757136
0,0.01,56,50,6,48.66548369986119
0,0.01,56,50,8,48.87609339122746
0,0.01,56,100,2,38.68647574946969
0,0.01,56,100,4,47.77722222845514
0,0.01,56,100,6,50.05109053575516
0,0.01,56,100,8,48.13612665135575
0,0.01,56,200,2,38.984395059645394
0,0.01,56,200,4,47.867042776629596
0,0.01,56,200,6,49.22009229010432
0,0.01,56,200,8,48.524775675629016
0,0.01,80,50,2,32.39355614479229
0,0.01,80,50,4,38.536194421440484
0,0.01,80,50,6,38.67134281909705
0,0.01,80,50,8,37.0022436441155
0,0.01,80,100,2,31.836866119508738
0,0.01,80,100,4,38.336791311006735
0,0.01,80,100,6,37.65085137001179
0,0.01,80,100,8,37.03634719213251
0,0.01,80,200,2,31.817176639978594
0,0.01,80,200,4,39.16463863452028
0,0.01,80,200,6,38.237293800778204
0,0.01,80,200,8,37.492159061854316
0,0.01,104,50,2,24.21487470570392
0,0.01,104,50,4,25.62836140241134
0,0.01,104,50,6,22.927827547142233
0,0.01,104,50,8,24.09019434082893
0,0.01,104,100,2,24.224326396194492
0,0.01,104,100,4,25.103745993312003
0,0.01,104,100,6,23.060865059976678
0,0.01,104,100,8,21.97961651912701
0,0.01,104,200,2,24.15074239028086
0,0.01,104,200,4,26.202417681433424
0,0.01,104,200,6,23.320839952289933
0,0.01,104,200,8,23.22057810757834
0,0.01,128,50,2,15.082596031982188
0,0.01,128,50,4,13.195337217588971
0,0.01,128,50,6,12.676056008674724
0,0.01,128,50,8,13.180632335214556
0,0.01,128,100,2,14.593733662957598
0,0.01,128,100,4,12.884844377412051
0,0.01,128,100,6,11.707105379885006
0,0.01,128,100,8,12.145136678530445
0,0.01,128,200,2,14.387873184574245
0,0.01,128,200,4,12.931581921970672
0,0.01,128,200,6,11.064917348767617
0,0.01,128,200,8,12.02987020928311
0,0.1,32,50,2,20.826348723371098
0,0.1,32,50,4,23.779214498702284
0,0.1,32,50,6,24.02951936480046
0,0.1,32,50,8,24.36112510751312
0,0.1,32,100,2,20.268176927678514
0,0.1,32,100,4,22.882998042788657
0,0.1,32,100,6,24.10696630504081
0,0.1,32,100,8,24.210350814855392
0,0.1,32,200,2,20.367681113210786
0,0.1,32,200,4,23.193269325483083
0,0.1,32,200,6,23.647705712037165
0,0.1,32,200,8,22.938153582416085
0,0.1,56,50,2,14.212103663196636
0,0.1,56,50,4,14.312161903885698
0,0.1,56,50,6,14.063841895611104
0,0.1,56,50,8,14.241082329068965
