rep,alp,num_cell,cell_size,sparse_freq,filter_dim,error
2,0.01,416,200,2,"(32, 32)",26.92650314
2,0.01,416,200,4,"(32, 32)",30.62044233
2,0.01,416,200,6,"(32, 32)",25.08180091
2,0.01,416,200,8,"(32, 32)",20.81266358
2,0.01,512,50,2,"(32, 32)",10.55351552
2,0.01,512,50,4,"(32, 32)",8.499871197
2,0.01,512,50,6,"(32, 32)",9.30650782
2,0.01,512,50,8,"(32, 32)",9.667120978
2,0.01,512,100,2,"(32, 32)",10.11247232
2,0.01,512,100,4,"(32, 32)",8.843863443
2,0.01,512,100,6,"(32, 32)",10.2857543
2,0.01,512,100,8,"(32, 32)",9.533925566
2,0.01,512,200,2,"(32, 32)",10.89414661
2,0.01,512,200,4,"(32, 32)",9.375979767
2,0.01,512,200,6,"(32, 32)",9.196504294
2,0.01,512,200,8,"(32, 32)",9.489655736
2,0.1,128,50,2,"(32, 32)",21.78624389
2,0.1,128,50,4,"(32, 32)",28.99639245
2,0.1,128,50,6,"(32, 32)",32.24173086
2,0.1,128,50,8,"(32, 32)",38.02157307
2,0.1,128,100,2,"(32, 32)",23.09325188
2,0.1,128,100,4,"(32, 32)",29.50721129
2,0.1,128,100,6,"(32, 32)",33.33776785
2,0.1,128,100,8,"(32, 32)",38.33451179
2,0.1,128,200,2,"(32, 32)",21.05012407
2,0.1,128,200,4,"(32, 32)",27.70692469
2,0.1,128,200,6,"(32, 32)",34.14341144
